Year,GEO,DGUID,Gender (3a),Economic family characteristics of persons (13),Statistics (6C),Age (8),Individual MBM poverty status (7),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,STATUS,SYMBOL,TERMINATED,DECIMALS,Value
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.1.7.1,,,,0,965130.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - not applicable,,0,units,0,,2265.2.1.1.7.2,,,,0,3160.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2265.2.1.1.7.3,,,,0,961970.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,In poverty,,0,units,0,,2265.2.1.1.7.4,,,,0,89815.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Not in poverty,,0,units,0,,2265.2.1.1.7.5,,,,0,872160.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty rate (%),,0,units,0,,2265.2.1.1.7.6,,,,1,9.3
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.1.7.7,,,,1,36.4
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.1.8.1,,,,0,1158545.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - not applicable,,0,units,0,,2265.2.1.1.8.2,,,,0,2805.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - applicable,,0,units,0,,2265.2.1.1.8.3,,,,0,1155745.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,In poverty,,0,units,0,,2265.2.1.1.8.4,,,,0,52340.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Not in poverty,,0,units,0,,2265.2.1.1.8.5,,,,0,1103400.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty rate (%),,0,units,0,,2265.2.1.1.8.6,,,,1,4.5
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Average poverty gap ratio (%),,0,units,0,,2265.2.1.1.8.7,,,,1,27.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.1.1,,,,0,6472240.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - not applicable,,0,units,0,,2265.2.1.4.1.2,,,,0,29280.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - applicable,,0,units,0,,2265.2.1.4.1.3,,,,0,6442965.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,In poverty,,0,units,0,,2265.2.1.4.1.4,,,,0,986550.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Not in poverty,,0,units,0,,2265.2.1.4.1.5,,,,0,5456405.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty rate (%),,0,units,0,,2265.2.1.4.1.6,,,,1,15.3
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.1.7,,,,1,36.2
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.2.1,,,,0,1373210.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.2.2,,,,0,9830.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.2.3,,,,0,1363385.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,In poverty,,0,units,0,,2265.2.1.4.2.4,,,,0,272040.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Not in poverty,,0,units,0,,2265.2.1.4.2.5,,,,0,1091345.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty rate (%),,0,units,0,,2265.2.1.4.2.6,,,,1,20.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.2.7,,,,1,31.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.3.1,,,,0,429810.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.3.2,,,,0,3370.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.3.3,,,,0,426440.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,In poverty,,0,units,0,,2265.2.1.4.3.4,,,,0,93200.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Not in poverty,,0,units,0,,2265.2.1.4.3.5,,,,0,333240.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty rate (%),,0,units,0,,2265.2.1.4.3.6,,,,1,21.9
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.3.7,,,,1,31.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.4.1,,,,0,943405.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.4.2,,,,0,6460.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.4.3,,,,0,936945.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,In poverty,,0,units,0,,2265.2.1.4.4.4,,,,0,178840.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Not in poverty,,0,units,0,,2265.2.1.4.4.5,,,,0,758105.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty rate (%),,0,units,0,,2265.2.1.4.4.6,,,,1,19.1
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.4.7,,,,1,31.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.5.1,,,,0,627310.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.5.2,,,,0,3390.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.5.3,,,,0,623920.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2265.2.1.4.5.4,,,,0,130900.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2265.2.1.4.5.5,,,,0,493025.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2265.2.1.4.5.6,,,,1,21.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.5.7,,,,1,46.6
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.6.1,,,,0,2620315.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.6.2,,,,0,10655.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.6.3,,,,0,2609660.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2265.2.1.4.6.4,,,,0,392145.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2265.2.1.4.6.5,,,,0,2217515.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2265.2.1.4.6.6,,,,1,15.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.6.7,,,,1,38.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.7.1,,,,0,878310.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - not applicable,,0,units,0,,2265.2.1.4.7.2,,,,0,3010.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2265.2.1.4.7.3,,,,0,875300.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2265.2.1.4.7.4,,,,0,121895.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2265.2.1.4.7.5,,,,0,753405.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2265.2.1.4.7.6,,,,1,13.9
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.7.7,,,,1,37.6
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2265.2.1.4.8.1,,,,0,973095.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - not applicable,,0,units,0,,2265.2.1.4.8.2,,,,0,2395.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2265.2.1.4.8.3,,,,0,970700.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2265.2.1.4.8.4,,,,0,69580.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2265.2.1.4.8.5,,,,0,901125.0
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2265.2.1.4.8.6,,,,1,7.2
2021,Ontario,2021A000235,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2265.2.1.4.8.7,,,,1,24.8
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2265.3.1.1.1.1,,,,0,7144185.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - not applicable,,0,units,0,,2265.3.1.1.1.2,,,,0,27205.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2265.3.1.1.1.3,,,,0,7116980.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2265.3.1.1.1.4,,,,0,575685.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2265.3.1.1.1.5,,,,0,6541295.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2265.3.1.1.1.6,,,,1,8.1
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2265.3.1.1.1.7,,,,1,34.5
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2265.3.1.1.2.1,,,,0,1325890.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - not applicable,,0,units,0,,2265.3.1.1.2.2,,,,0,8280.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2265.3.1.1.2.3,,,,0,1317615.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2265.3.1.1.2.4,,,,0,115030.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2265.3.1.1.2.5,,,,0,1202585.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2265.3.1.1.2.6,,,,1,8.7
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2265.3.1.1.2.7,,,,1,31.6
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2265.3.1.1.3.1,,,,0,406380.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - not applicable,,0,units,0,,2265.3.1.1.3.2,,,,0,2580.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2265.3.1.1.3.3,,,,0,403805.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,In poverty,,0,units,0,,2265.3.1.1.3.4,,,,0,38925.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2265.3.1.1.3.5,,,,0,364875.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty rate (%),,0,units,0,,2265.3.1.1.3.6,,,,1,9.6
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2265.3.1.1.3.7,,,,1,30.1
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2265.3.1.1.4.1,,,,0,919510.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - not applicable,,0,units,0,,2265.3.1.1.4.2,,,,0,5700.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - applicable,,0,units,0,,2265.3.1.1.4.3,,,,0,913815.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,In poverty,,0,units,0,,2265.3.1.1.4.4,,,,0,76100.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Not in poverty,,0,units,0,,2265.3.1.1.4.5,,,,0,837710.0
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty rate (%),,0,units,0,,2265.3.1.1.4.6,,,,1,8.3
2021,Ontario,2021A000235,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2265.3.1.1.4.7,,,,1,32.4
